composer,url,title,date,from,originator,arranger,text author,duration,difficulty level,voicing,voicing notes,soloists,instruments,language,,,,sample performance,range notes,tessitura notes,vocal line notes,voice type notes,accompaniment,general notes,provided by
R. NATHANIEL DETT,https://en.wikipedia.org/wiki/Robert_Nathaniel_Dett,Ave Maria,1930,,,,R. Nathaniel Dett,"4'00""",3,SATB,,Baritone Solo,,Latin,https://www.jwpepper.com/Ave-Maria/1281260.item#/submit,,https://open.spotify.com/track/7gTwUlDuF7YB3o4Nc5zhiH,https://youtu.be/YP6Lzesp2rs,,,,,,,
R. NATHANIEL DETT,https://en.wikipedia.org/wiki/Robert_Nathaniel_Dett,Baptism,1930,,,,R. Nathaniel Dett,"4'00""",2,SATB,,,,English,,,https://open.spotify.com/track/5XYvq3N1Lk1Vf8XhzUuaQG,https://youtu.be/97PJJxMH6pU,,,,,,,
R. NATHANIEL DETT,https://en.wikipedia.org/wiki/Robert_Nathaniel_Dett,Chariot Jubilee,1921,,,,,"13'00""",3,SATB Divisi,,Tenor Solo,"pno/synth, org, orchestra",English,https://www.giamusic.com/store/resource/the-chariot-jubilee-print-g10178,,https://open.spotify.com/track/6uIH2g2J3x3ABLqFeKyEDf,,,,,,,,
R. NATHANIEL DETT,https://en.wikipedia.org/wiki/Robert_Nathaniel_Dett,"Don't Be Weary, Traveler",1921,,,R. Nathaniel Dett,,"6'00""",3,SATB Divisi,,"Soprano, Alto, and Baritone (or Tenor) Solos",,English,https://www.mlagmusic.com/research/dett,,,https://youtu.be/bjY3lxT47ug,,,,,,,
R. NATHANIEL DETT,https://en.wikipedia.org/wiki/Robert_Nathaniel_Dett,"Don't You Weep No More, Mary",1930,,,R. Nathaniel Dett,,"2'00""",3,SATB,,,,English,,,,https://youtu.be/G1XmuP5PHuI,,,,,,,
R. NATHANIEL DETT,https://en.wikipedia.org/wiki/Robert_Nathaniel_Dett,"Dust, Dust And Ashes",1936,,,R. Nathaniel Dett,Thomas Hastings,"4'00""",3,SATB,,Soprano Solo,,English,,,,https://youtu.be/dG5_5UbFT7o,,,,,,,
R. NATHANIEL DETT,https://en.wikipedia.org/wiki/Robert_Nathaniel_Dett,"Gently Lord, O Gently Lead Us",1924,,,R. Nathaniel Dett,,,2,SATB,,Soprano Solo,,English,https://www.giamusic.com/store/resource/gently-lord-o-gently-lead-us-print-g10151,,,,,,,,,,
R. NATHANIEL DETT,https://en.wikipedia.org/wiki/Robert_Nathaniel_Dett,"Go Not Far From Me, O God",1933,,,R. Nathaniel Dett,,"5'00""",3,SATB Divisi,,Tenor Solo,,English,,,https://youtu.be/hCt2WP0z_Is,,,,,,,,
R. NATHANIEL DETT,https://en.wikipedia.org/wiki/Robert_Nathaniel_Dett,I'Ll Never Turn Back No More,1917,,,R. Nathaniel Dett,,"4'00""",3,SATB,,Soprano or Tenor Solo,,English,https://www.mlagmusic.com/research/dett,,https://youtu.be/fHccu4BeIAM,,,,,,,,
R. NATHANIEL DETT,https://en.wikipedia.org/wiki/Robert_Nathaniel_Dett,Let Us Cheer The Weary Traveler,1926,,,R. Nathaniel Dett,,"3'00""",2,SATB Divisi,,Undefined Solo,,English,"Theodore Presser, 322-35044",,https://youtu.be/g17X84wTu_I,,,,,,,,
R. NATHANIEL DETT,https://en.wikipedia.org/wiki/Robert_Nathaniel_Dett,Listen To The Lambs,1914,,,R. Nathaniel Dett,Grace Helen Nash,"5'00""",3,SATB Divisi,,Soprano Solo,,English,https://imslp.org/wiki/Listen_to_the_Lambs_(Dett%2C_Robert_Nathaniel),,https://open.spotify.com/track/5k2lzanVYbGSDbVBvszX3X?si=j52JmUb3ThC6eEy3UI6maA,,,,,,,,
R. NATHANIEL DETT,https://en.wikipedia.org/wiki/Robert_Nathaniel_Dett,Listen To The Lambs,1914,,,R. Nathaniel Dett,,,,SAB,,,,English,https://www.halleonard.com/product/50297420/listen-to-the-lambs,,,,,,,,,,
R. NATHANIEL DETT,https://en.wikipedia.org/wiki/Robert_Nathaniel_Dett,Listen To The Lambs,1914,,,R. Nathaniel Dett,,,,SATB,,Soprano Solo,,English,https://www.halleonard.com/product/50298960/listen-to-the-lambs,,,,,,,,,,
R. NATHANIEL DETT,https://en.wikipedia.org/wiki/Robert_Nathaniel_Dett,Music In The Mine,1916,,,,,,2,SATB,,Tenor Solo,steel bars,English,https://imslp.org/wiki/Music_in_the_Mine_(Dett%2C_Robert_Nathaniel),,,,,,,,,,
R. NATHANIEL DETT,https://en.wikipedia.org/wiki/Robert_Nathaniel_Dett,O Holy Lord,1916,,,,,"4'00""",2,SATB Divisi,,,,English,https://imslp.org/wiki/O_Holy_Lord_(Dett%2C_Robert_Nathaniel),,https://open.spotify.com/track/5cNWYTDJHc1Adj3JDsBniz?si=xxi_akQLQ1K4oQDBN7jZTg,https://youtu.be/J24cMiyMJxs,,,,,,,
R. NATHANIEL DETT,https://en.wikipedia.org/wiki/Robert_Nathaniel_Dett,O Holy Savior,1936,,,,,"3'00""",1,SATB,,,opt. pno or org,English,https://www.riteseries.org/song/levs/1006/,,https://youtu.be/pVFR-l3zGkI,,,,,,,,
R. NATHANIEL DETT,https://en.wikipedia.org/wiki/Robert_Nathaniel_Dett,On That Sabbath Morn,1936,,,,,"5'00""",2,SATB Divisi,,,,English,"Out of print. Dett Collection of Spirituals Book 4, Schmitt, Hall & McCreary.",,https://open.spotify.com/track/45ua30EVyGmP7tIWCA9gVS?si=jrRDnnhLTA-4mATmmjAviQ,,,,,,,,
R. NATHANIEL DETT,https://en.wikipedia.org/wiki/Robert_Nathaniel_Dett,Ordering Of Moses,1937,,,,,"48'00""",3,SATB,,"Soprano, Alto, Tenor, and Bass Solos",orchestra,English,https://imslp.org/wiki/The_Ordering_of_Moses_(Dett%2C_Robert_Nathaniel),,https://open.spotify.com/album/7AwOqxphy6Fd9TN9eHtRbC?si=tZwOzyXLS9CEisM_VTkhIQ,https://youtu.be/mdeSS7PWgso,,,,,,,
R. NATHANIEL DETT,https://en.wikipedia.org/wiki/Robert_Nathaniel_Dett,Ordering Of Moses,1937,,,,,"48'00""",3,SATB,,"Soprano, Alto, Tenor, and Bass Solos",pno,English,https://imslp.org/wiki/The_Ordering_of_Moses_(Dett%2C_Robert_Nathaniel),,https://open.spotify.com/album/7AwOqxphy6Fd9TN9eHtRbC?si=tZwOzyXLS9CEisM_VTkhIQ,https://youtu.be/mdeSS7PWgso,,,,,,,
R. NATHANIEL DETT,https://en.wikipedia.org/wiki/Robert_Nathaniel_Dett,Weeping Mary,1918,,Traditional Polish Carol,Jill Gallina,"Traditional Polish Carol, Jill Gallina",6'00'',3,SATB Divisi,,"Soprano, Alto, and Tenor Solos",,English,"Out of print. J. Fischer & Bro., 4434.",,https://youtu.be/p1Re9X249SA,,,,,,,,
RACHEL CURREA,http://www.rachelcurrea.com,Alleluia,2016,,,,Rachel Currea,"6'12""",4,SATB Divisi,,,,,https://rachelcurrea.com/choral-anthem-sheet-music/?v=7516fd43adaa,,https://open.spotify.com/track/0GpuGfmy1ecHkjDRffOWux?si=f56a54586428437b,,,,,,,,
RACHEL CURREA,http://www.rachelcurrea.com,Hymn To The Holy Spirit,2014,,,Rachel Currea,Saint Symeon The New Theologian,"5'00""",,SATB Divisi,,Soprano Solo; Bass Dialogue,"fl, ob, cl, bsn, tpt, hn, tbn, tba, hp, pno, timp, perc, str, org (opt.)",,https://rachelcurrea.com/choral-anthem-sheet-music/?v=7516fd43adaa,,https://open.spotify.com/track/0AmOtN6HAxEt6WE4rgcq65?si=0dea9f882e064183,https://youtu.be/G1YnAurbDlY,,,,,,,
RACHEL CURREA,http://www.rachelcurrea.com,Now Pray We All God Our Comforter,2016,,,Rachel Currea,Martin Luther,"4'13""",2,SATB,,,pno or org,,https://rachelcurrea.com/choral-anthem-sheet-music/?v=7516fd43adaa,,https://open.spotify.com/track/1gKzxVJbpoPPbGeEVdgUnI?si=b9427cd8eee34899,https://www.youtube.com/watch?v=Wgg38VW0D2E,,,,,,,
RACHEL CURREA,http://www.rachelcurrea.com,"Our Father, Thou In Heaven Above",2017,,,Rachel Currea,Martin Luther,"3'55""",2,SATB,,Soprano Solo; Soprano/Tenor Duet,"hp, pno",,https://rachelcurrea.com/choral-anthem-sheet-music/?v=7516fd43adaa,,https://open.spotify.com/track/4nhidAajDr9iLkPWzWsWGr?si=90dc58499cfc4b77,https://youtu.be/PUu7l7m8ldg,,,,,,,
RACHEL CURREA,http://www.rachelcurrea.com,We Stand In Righteousness,2017,,,Rachel Currea,Edward Baker,"4'33""",2,SATB,,Soprano descant,,,https://rachelcurrea.com/choral-anthem-sheet-music/?v=7516fd43adaa,,https://open.spotify.com/track/7wdDKlP6ybPYvjhOloofe9?si=12670fe9a9774bab,,,,,,,,
RACHEL DEVORE FOGARTY,http://www.racheldevorefogarty.com,Alleluia,2006,,,,Rachel Fogarty,"2'30""",,"SATBB, SSAAA, TTBB",,,pno,Latin,https://www.seeadot.com/store#!/Alleluia/c/33490311/offset=0&sort=normal,https://www.seeadot.com/store#!/Alleluia-Fogarty-Mixed-Chorus-Perusal-Score/p/130698740/category=33490316,,,,,,,,,
RACHEL DEVORE FOGARTY,http://www.racheldevorefogarty.com,Beside Thy Manger,2015,,,,Paul Gerhardt,"4'40""",4,,,,,English,https://musicspoke.com/downloads/beside-thy-manger/,https://musicspoke.com/downloads/beside-thy-manger/,https://musicspoke.com/downloads/beside-thy-manger/,,,,,,,,
RACHEL DEVORE FOGARTY,http://www.racheldevorefogarty.com,Flying,2010,,,,public domain text based on the words of Amelia Earhart,"4'40""",4,,,,pno,English,http://www.kandinskymusic.com/rachel-devore-fogarty.html,https://www.youtube.com/watch?v=K-yVBDxugW8&t=84s,http://www.kandinskymusic.com/rachel-devore-fogarty.html,https://www.youtube.com/watch?v=K-yVBDxugW8&t=84s,,,,,,,
RACHEL DEVORE FOGARTY,http://www.racheldevorefogarty.com,I Carry Your Heart,2009,,,,E.E Cummings,"3'30""",,,,,pno,English,https://musicspoke.com/downloads/i-carry-your-heart/,https://musicspoke.com/downloads/i-carry-your-heart/,https://musicspoke.com/downloads/i-carry-your-heart/,,,,,,,,
RACHEL DEVORE FOGARTY,http://www.racheldevorefogarty.com,I Sang For Joy,2010,,,,Louisa May Alcott,"2'40""",4,,,,,English,http://www.kandinskymusic.com/i-sang-for-joy.html,https://www.youtube.com/watch?v=YFxp2ydEqJ4,http://www.kandinskymusic.com/i-sang-for-joy.html,https://www.youtube.com/watch?v=YFxp2ydEqJ4,,,,,,,
RACHEL DEVORE FOGARTY,http://www.racheldevorefogarty.com,In Flanders Field,2014,,,,"John McCrae (public domain poem, 'In Flanders' Field)","5'35""",4,,,,pno,English,https://www.seeadot.com/store#!/In-Flanders-Fields/c/33452933/offset=0&sort=normal,https://www.youtube.com/watch?v=gf66dyC5mg0&t=2s,https://www.youtube.com/watch?v=gf66dyC5mg0&t=2s,https://www.youtube.com/watch?v=gf66dyC5mg0&t=2s,,,,,,,
RACHEL DEVORE FOGARTY,http://www.racheldevorefogarty.com,"Ring Out, Wild Bells",2012,,,,Alfred Lord Tennyson,"2'40""",3,,,,pno,English,https://musicspoke.com/downloads/ring-out-wild-bells/,https://musicspoke.com/downloads/ring-out-wild-bells/,https://musicspoke.com/downloads/ring-out-wild-bells/,,,,,,,,
RACHEL DEVORE FOGARTY,http://www.racheldevorefogarty.com,Root ye the living tree,2020,,,,Various,,,"SATB Divisi, SSAA, soprano solo",,,"cl, vc, pno",,http://racheldevorefogarty.com,,,http://youtu.be/w6dZJfKPaNw,,,,,,,
RACHEL DEVORE FOGARTY,http://www.racheldevorefogarty.com,Root ye the living tree,2020,,,,Various,,,"SATB Divisi, SSAA, soprano solo",,,"cl, vc, pno",,http://racheldevorefogarty.com,,,http://youtu.be/w6dZJfKPaNw,,,,,,,
RACHEL DEVORE FOGARTY,http://www.racheldevorefogarty.com,The Snow Blossoms,2017,,,,Clark Ashton Smith,"3'10""",3,SSA Divisi,,,hp - pno,English,https://musicspoke.com/downloads/the-snow-blossoms/,https://musicspoke.com/downloads/the-snow-blossoms/,https://musicspoke.com/downloads/the-snow-blossoms/,,,,,,,,
RACHEL DEVORE FOGARTY,http://www.racheldevorefogarty.com,The Song of a Shepherd,2014,,,,Josephine Preston Peabody,"3'45""",,,,,"ob / vln,vc",English,https://musicspoke.com/downloads/the-song-of-a-shepherd/,,https://musicspoke.com/downloads/the-song-of-a-shepherd/,https://www.youtube.com/watch?v=oha71UbgUhQ&t=1s,,,,,,,
RACHEL GRIMES,http://rachelgrimespiano.com/,Café Variations,2012,,George Gershwin,Rachel Grimes,Ira Gershwin,"60'00""",,SATB,,Undefined Solos,"cl, tpt, tbn, pno, perc, str",English,https://www.rachelgrimespiano.com/music-film/,,,,,,,,,,
RACHEL GRIMES,http://rachelgrimespiano.com/,Ecce Nunc,1997,,,,Psalm 134,"3'00""",,SATB,,,,,https://www.rachelgrimespiano.com/music-film/,,,,,,,,,,
RACHEL GRIMES,http://rachelgrimespiano.com/,May The Night,1999,,,,Rachel Grimes,"3'00""",,SATB,,,,English,https://www.rachelgrimespiano.com/music-film/,,,,,,,,,,
RAFAEL SUÁREZ,https://en.wikipedia.org/wiki/Rafael_Suárez_(composer),Aguinaldo carupanero,1999,,Venezuelan folklore,Rafael Suárez,,"3'15""",,,,,perc,Spanish,https://www.worldcat.org/title/045123442,,,,,,,,,,
RAFAEL SUÁREZ,https://en.wikipedia.org/wiki/Rafael_Suárez_(composer),Amalia Rosa,1999,,Tino Carrasco,Rafael Suárez,Tino Carrasco,"2'15""",,,,,,Spanish,https://www.worldcat.org/title/045123442,,,https://www.youtube.com/watch?v=9dDUV3asNEw,,,,,,,
RAFAEL SUÁREZ,https://en.wikipedia.org/wiki/Rafael_Suárez_(composer),Brisas del Torbes,1999,,Luis Felipe Ramón y Rivera,Rafael Suárez,Luis Felipe Ramón y Rivera,"1'30""",,,,,,Spanish,https://www.worldcat.org/title/045123442,,,,,,,,,,
RAFAEL SUÁREZ,https://en.wikipedia.org/wiki/Rafael_Suárez_(composer),Diversión margariteña,1999,,Venezuelan folklore,Rafael Suárez,,"2'15""",,,,,pno,Spanish,https://www.worldcat.org/title/045123442,,,,,,,,,,
RAFAEL SUÁREZ,https://en.wikipedia.org/wiki/Rafael_Suárez_(composer),El ángel Gabriel,1999,,Venezuelan folklore,Rafael Suárez,,"2'15""",,,,,pno - perc,Spanish,https://www.worldcat.org/title/045123442,,,https://youtu.be/v7QUqXZ-3cU,,,,,,,
RAFAEL SUÁREZ,https://en.wikipedia.org/wiki/Rafael_Suárez_(composer),El campo está florido,1999,,Telésforo Jaimes,Rafael Suárez,Telésforo Jaimes,"3'45""",,,,,pno,Spanish,https://www.worldcat.org/title/045123442,,,https://youtu.be/f4harssdgN8,,,,,,,
RAFAEL SUÁREZ,https://en.wikipedia.org/wiki/Rafael_Suárez_(composer),El gabán,1999,,Venezuelan folklore,Rafael Suárez,,"2'30""",,,,,,Spanish,https://www.worldcat.org/title/045123442,,,,,,,,,,
RAFAEL SUÁREZ,https://en.wikipedia.org/wiki/Rafael_Suárez_(composer),Flor de loto,1999,,Juan de Dios Galavís,Rafael Suárez,,"3'30""",,,,,,Spanish,https://www.worldcat.org/title/045123442,,,,,,,,,,
RAFAEL SUÁREZ,https://en.wikipedia.org/wiki/Rafael_Suárez_(composer),La pascua es hermosa,1999,,Luis Mariano Rivera,Rafael Suárez,Luis Mariano Rivera,3',,,,,perc,Spanish,https://www.worldcat.org/title/045123442,,,,,,,,,,
RAFAEL SUÁREZ,https://en.wikipedia.org/wiki/Rafael_Suárez_(composer),La ruperta,1999,,Francisco Pacheco,Rafael Suárez,Francisco Pacheco,"4'15""",,,,,,Spanish,https://www.worldcat.org/title/045123442,,,,,,,,,,
RAYMOND YIU,http://www.raymondyiu.com/,Fairest Isle,2015,,,,,"5'00""",,,,Mezzo-Soprano,2fl - 2ob - 2cl - 2bsn / 2hn - 1tpt - 1tbn / hpd / SATB chor / str,,https://raymondyiu.com/fariest-isle,,,,,,,,,,
RAYMOND YIU,http://www.raymondyiu.com/,"Song of the Volga Boatmen, The",2017,,,,,"4'00""",,,,Bass,"2fl,picc - 2ob,eh - 2cl,bcl - 2bsn / 4hn - 3tpt - 2tbn - 1tba / timp / hp / SATB chor / str",,https://raymondyiu.com/song-of-the-volga-boatmen,,,,,,,,,,
REBECCA CLARKE,http://www.rebeccaclarkecomposer.com/,Ave Maria,1906,,,,,"2'00""",,SSA,,,,,https://www.edition-peters.com/product/ave-maria/9780193860803,,,,,,,,,,
REBECCA CLARKE,http://www.rebeccaclarkecomposer.com/,"Come, Oh Come, My Life's Delight",,,,,Thomas Campion,"2'00""",,SATB,,,,,https://www.edition-peters.com/product/come-oh-come-my-lifes-delight/9780193866607,,,,,,,,,,
REBECCA CLARKE,http://www.rebeccaclarkecomposer.com/,"Weep You No More, Sad Fountains",,,,,Dowland,"2'00""",,SATB,,,,,https://www.edition-peters.com/product/weep-you-no-more-sad-fountains/9780193866683,,,,,,,,,,
REBECCA CLARKE,http://www.rebeccaclarkecomposer.com/,When Cats Run Home And Light Is Come,,,,,Sir Alfred Lord Tennyson,"1'00""",,SATB,,,,,https://www.edition-peters.com/product/when-cats-run-home-and-light-is-come/9780193866690,,,,,,,,,,
REBECCA OSWALD,http://www.rebeccaoswald.com,"Sunbringer's Tale, The",2001,,,,,"22'00""",,,,,,,,,,,,,,,,,
REBECCA SAUNDERS,https://www.rebeccasaunders.net,Miniata,2004,,,,,"32'15""",,,,Accordion and Piano,4cl / 3tpt - 3tbn / 2perc / SATB chor / egtr / hp / 5vc - 4db,,https://www.rebeccasaunders.net/work-list,https://issuu.com/editionpeters/docs/ep_10956r__rebecca_saunders__miniat_98a578ac40de21,https://open.spotify.com/track/33OC2d0EwdGZlGU10i9PjJ,https://www.youtube.com/watch?v=lnjeJfnFxLY,,,,,,,
REBEKAH DRISCOLL,http://www.rebekahdriscoll.com/,Arrived in Mind on Winter's Walk,2012,,,,Rebekah Driscoll,"6'00""",,SSAA,,,,English,http://www.rebekahdriscoll.com/music/arrived-in-mind-on-winters-walk/,,https://soundcloud.com/rebekah-driscoll/arrived-in-mind-on-winters,,,,,,,Aleatoric; each singer chooses own tempo and rubato,
REBEKAH DRISCOLL,http://www.rebekahdriscoll.com/,For Lantau,2014,,,,Rebekah Driscoll,"10'00""",,SSAATTBB,,,vla,English,http://www.rebekahdriscoll.com/music/for-lantau/,,,http://www.rebekahdriscoll.com/music/for-lantau/,,,,,,Non-synchronized material,
REBEKAH DRISCOLL,http://www.rebekahdriscoll.com/,"Keen, Fitful Gusts",2005,,,,John Keats,"2'00""",,SSATB,,,,English,http://www.rebekahdriscoll.com/music/keen-fitful-gusts/,,,,,,,,,,
REBEKAH DRISCOLL,http://www.rebekahdriscoll.com/,Out of Her Place,2010,,,,Susan B. Anthony,"4'00""",,SATB,,,,English,http://www.rebekahdriscoll.com/music/out-of-her-place/,,,http://www.rebekahdriscoll.com/music/out-of-her-place/,,,,,,,
REBEKAH DRISCOLL,http://www.rebekahdriscoll.com/,When I learned of Kalief Browder,2015,,,,Rebekah Driscoll,"3'00""",,SSATBB,,,,English,http://www.rebekahdriscoll.com/music/when-i-learned-of-kalief-browder/,,http://soundcloud.com/rebekah-driscoll/03-when-i-learned-of-kalief-browder,,,,,,,,
REBEKAH DRISCOLL,http://www.rebekahdriscoll.com/,When I learned of Kalief Browder,,,,,Rebekah Driscoll,3'00,,,,,,,,,,,,,,,,,
REENA ESMAIL,http://www.reenaesmail.com/,Asterion In The Tropics,2011,,,,Edgar Garcia,"7'00""",4,SATB Divisi,,,,English,http://www.reenaesmail.com/catalog-item/asterion-in-the-tropics/,,http://www.reenaesmail.com/catalog-item/asterion-in-the-tropics/,,,,,,,,
REENA ESMAIL,http://www.reenaesmail.com/,Ave Maria,2006,,,,,"4'00""",3,SSAA,,,,Latin,https://www.reenaesmail.com/catalog-item/ave-maria/,,,http://youtu.be/Zy_Glg_FvaA,,,,,,,
REENA ESMAIL,http://www.reenaesmail.com/,Earth Speaks,2015,,,,,"45'00""",3,SATB Divisi,,,"hn, pno",English,http://www.reenaesmail.com/catalog-item/earth-speaks/,,,http://www.reenaesmail.com/catalog-item/earth-speaks/,,,,,,,
REENA ESMAIL,http://www.reenaesmail.com/,Even After All This Time...,2016,,,,Hafiz,"6'00""",3,SATB,,,opt. cl,"English, Farsi",http://www.reenaesmail.com/catalog-item/even-after-all-this-time/,,,http://youtu.be/50s6ugvBCdM,,,,,,,
REENA ESMAIL,http://www.reenaesmail.com/,I Rise: Women In Song,2016,,,,"Maya Angelou, Emily Dickinson, Arlene Geller, Eleanor Roosevelt","25'00""",3,SSAA,,,"fl, hp, str",English,http://www.reenaesmail.com/catalog-item/i-rise-women-in-song-4-voicesingle-instruments/,,http://www.reenaesmail.com/catalog-item/i-rise-women-in-song-4-voicesingle-instruments/,,,,,,,,
REENA ESMAIL,http://www.reenaesmail.com/,I Rise: Women In Song,2016,,,,"Maya Angelou, Emily Dickinson, Arlene Geller, Eleanor Roosevelt","25'00""",3,SSAA Divisi,,,"fl, hp, 2vln, vla, 2vc",English,http://www.reenaesmail.com/catalog-item/i-rise-women-in-song-ssaaflute/,,,,,,,,,,
REENA ESMAIL,http://www.reenaesmail.com/,I Rise: Women In Song,2016,,,,"Maya Angelou, Emily Dickinson, Arlene Geller, Eleanor Roosevelt","25'00""",3,SSAA Divisi,,,fl,English,http://www.reenaesmail.com/catalog-item/i-rise-women-in-song-2/,,http://www.reenaesmail.com/catalog-item/i-rise-women-in-song-2/#recording,,,,,,,,
REENA ESMAIL,http://www.reenaesmail.com/,Ritual,2006,,,,William Stafford,"5'00""",,SATB Divisi,,,"cl, pno",English,http://www.reenaesmail.com/catalog-item/ritual/,,,,,,,,,,
REENA ESMAIL,http://www.reenaesmail.com/,She Will Transform You,2020,,,,Neelanjana Banerjee,"8'00""",,SATB,,,fl,English,http://www.reenaesmail.com/catalog-item/she-will-transform-you-satb-flute/,,,,,,,,,,
REENA ESMAIL,http://www.reenaesmail.com/,Take What You Need,,,,,,"12'00""",2,SATB,,,"str, or str 5-tet, or unaccomp w/ opt. solo vin",English,http://twyn.info/,,,http://youtu.be/NMifeghQfII,,,,,,,
REENA ESMAIL,http://www.reenaesmail.com/,Tarekita,2016,,,,,"2'00""",3,SATB,,,,Phonemese/Sound Effects,http://www.reenaesmail.com/catalog-item/tarekita/,,http://www.reenaesmail.com/catalog-item/tarekita/,,,,,,,,
REENA ESMAIL,http://www.reenaesmail.com/,The Love Of Thousands,2019,,,,Linda Hogan,"7'00""",4,SSAA Divisi,,,,English,http://www.reenaesmail.com/catalog-item/the-love-of-thousands/,,,http://youtu.be/JS1d0R0DvO4,,,,,,,
REENA ESMAIL,http://www.reenaesmail.com/,This Love Between Us,2016,,,,,"40'00""",4,SATB,,,"2fl, 2ob, bsn, 3hn, timp, str","English, Sanskrit, Gurumukhi, Malayalam, Pahlavi, Hindi, Ardha Maghadi",http://reenaesmail.com/product/this-love-between-us/,,http://reenaesmail.com/catalog-item/this-love-between-us-prayers-for-unity-2/#recording,,,,,,,,
REENA ESMAIL,http://www.reenaesmail.com/,Tuttarana,2014,,,,,"3'00""",4,SATB Divisi,,,,Phonemese/Sound Effects,http://www.reenaesmail.com/catalog-item/tuttarana-satb/,,,http://youtu.be/Q8Ge8VQc53o,,,,,,,
REENA ESMAIL,http://www.reenaesmail.com/,Tuttarana,2014,,,,,"3'00""",4,SSA Divisi (max 7 parts),,,,Phonemese/Sound Effects,http://www.reenaesmail.com/catalog-item/tuttarana-ssa/,,http://www.reenaesmail.com/catalog-item/tuttarana-ssa/,,,,,,,,
REENA ESMAIL,http://www.reenaesmail.com/,When The Guitar,2019,,,,Hafiz,"6'00""",,SATB Divisi,,,4gtr,English,http://reenaesmail.com/catalog-item/when-the-guitar/,,,,,,,,,,
REENA ESMAIL,http://www.reenaesmail.com/,When The Violin,2018,,,,Hafiz,"6'00""",4,SSAATTBBB,,,vln or vc,English,http://www.reenaesmail.com/catalog-item/when-the-violin-9-voice-ssaattbbb-w-cello/,,http://www.reenaesmail.com/catalog-item/when-the-violin-9-voice-ssaattbbb-w-cello/,,,,,,,,
REENA ESMAIL,http://www.reenaesmail.com/,When The Violin,2018,,,,Hafiz,"6'00""",4,SATB,,,vln or vc,English,http://www.reenaesmail.com/catalog-item/when-the-violin-satbcello/,,http://www.reenaesmail.com/catalog-item/when-the-violin-satbcello/,,,,,,,,
REENA ESMAIL,http://www.reenaesmail.com/,White Key,2009,,,,Carol Muske-Dukes,"14'00""",4,SSAATTBB,,,,English,http://www.reenaesmail.com/catalog-item/white-key/,,http://www.reenaesmail.com/catalog-item/white-key/,,,,,,,,
REGINA HARRIS BAIOCCHI,http://reginaharrisbaiocchi.com/,"Father, We Thank You",1986,,,,,,,SATB,,,,English,https://reginaharrisbaiocchi.com/contact/,,,,,,,,,,
REGINA HARRIS BAIOCCHI,http://reginaharrisbaiocchi.com/,God is Mighty,1997,,,,,"2'30""",,Unison,,,pno,English,https://reginaharrisbaiocchi.com/contact/,,https://reginaharrisbaiocchi.com/listen-purchase/,,,,,,,,
REGINA HARRIS BAIOCCHI,http://reginaharrisbaiocchi.com/,I Hear Voices,2001,,,,,"6'00""",,SAT,,,pno,English,https://reginaharrisbaiocchi.com/contact/,,,,,,,,,,
REGINA HARRIS BAIOCCHI,http://reginaharrisbaiocchi.com/,Litany of Saints,2000,,,,,"8'00""",,SATB,,,rhythm sect (opt.),English,https://reginaharrisbaiocchi.com/contact/,,,,,,,,,,
REGINA HARRIS BAIOCCHI,http://reginaharrisbaiocchi.com/,Much in Common,1993,,,,,"2'00""",,Two-Part Treble,,,pno,English,https://reginaharrisbaiocchi.com/contact/,,,,,,,,,,
REGINA HARRIS BAIOCCHI,http://reginaharrisbaiocchi.com/,Send Your Gifts,1984,,,,,"2'30""",,SATB,,,pno,English,https://reginaharrisbaiocchi.com/contact/,,,,,,,,,,
REGINA HARRIS BAIOCCHI,http://reginaharrisbaiocchi.com/,Who Will Claim the Baby?,1980,,,,,"3'30""",,SATB,,,pno,English,https://reginaharrisbaiocchi.com/contact/,,,,,,,,,,
"REGINALD NATHANIEL PARKER, SR.",https://www.google.com/books/edition/Choral_Music_by_African_American_Compose/cudc1c0lpSUC?hl=en&gbpv=1&dq=reginald+nathaniel+parker+composer&pg=PA9&printsec=frontcover#v=onepage&q=reginald%20nathaniel%20parker%20composer&f=false,Make A Joyful Noise Unto The Lord,,,,,,"8'00""",3,SATB Divisi,,,,English,https://wc-handy-shop.squarespace.com/products/remiky1xcblnp5d15xbf7p1apvm2ey,,,https://youtu.be/gUiwb-kqKtQ,,,,,,,
REMEL DERRICK,https://www.jwpepper.com/myscore/RemelDerrick,Goodnight,2016,,,,William Shakespeare,"3'00""",3,TTBB,,,,English,http://www.jwpepper.com/myscore/RemelDerrick,,http://www.jwpepper.com/sheet-music/media-player.jsp?&productID=11176434&type=audio,,,,,,,,
REMEL DERRICK,https://www.jwpepper.com/myscore/RemelDerrick,Holy Child Born In Bethlehem,,,,,Remel Derrick,,,SATB,,,,English,https://www.jwpepper.com/myscore/RemelDerrick,,,,,,,,,,
REMEL DERRICK,https://www.jwpepper.com/myscore/RemelDerrick,Hope Is The Thing With Feathers,,,,,Emily Dickinson,"3'00""",2,SA/Two-Part Treble,,,pno,English,https://www.jwpepper.com/myscore/RemelDerrick,,https://www.jwpepper.com/sheet-music/media-player.jsp?&productID=11212565&type=audio,,,,,,,,
